"questions","type"
"у мой мама год ибспостоянный форма аритмиябыть приступ стенокардияпринимать весь препарат назначать кардиологв последний время появляться одышкатрудно дышатькупить препарат изокет согласовывать с кардиологпри затруднять дыхание прыснуть один раз под язык и становиться легко дышатьподсказывать  как часто можно использовать спрей в течение сутки если опять быть трудно дышать принимать препарат от давление физиотенс давление контролировать","C"
"возможный ли одновременный прием следующий лекарство предизин небилет панангин посол утренний прием прием в обед чувствовать слабость и головокружение выписывать врач обследование показывать гипертония степень увеличение левый желудочек сердце","Other"
"женщинаг с кардиостимулятор полный avблокаданазначать препарат кардиомагнил мг вечер употреблять один упаковка таблетка твердыйво рот не растворятьсяпри прием второй упаковка качество таблетка отличаться растворяться во роткислый и когда бросать в стакан с вода быстро растворяться на белый хлопьявидеть один из упаковка не качественныйпомогать  разбираться какойили мочь быть оба упаковка такой как надо спасибо","Other"
"уважать антон владимировичя год ростсмвес кгу я год назад обнаруживать гипертониясинусовый брадикардиягипертрофия левыйжелудочек и диабет типпрописывать фозиноприл мгкарведилол мгверошпиронсимвастатин мгаспиринпомогать хорошийдаже слишком и я постепенно прийти к карведилол мг фозиноприл мгметформин грамм и сейчас давление и бывать маленькийпульс часто ортостатический гипотензиякакто в автобус становиться плохой и я ложиться на полмочь я сходить с карведилол спасибо","C"
"уважать антон владимирович мой жена год страдать одышка и отечность нога в дневной время в связь с сердечный недостаточность принимать лизиноприл и амлодипин для нормализация арт давление до предписывать конкор или эгилка но у она очень низкий пульс в покой а адреноблокатор резко снижать чсс до приходиться отказываться посоветовать какой препарат можно устранять болевой ощущение в сердце а также повышать переносимость нагрузка при ходьба большой спасибо","C"
"вот как пол год мучиться не знать что у я осень жечь иногда в лопатка левыйзатем в декабрь появляться боль в грудь слева не приятный и не долгий в конец декабрь быть приступ головокружениеболь слева отдавать в рука и в мизинецмочь локоть ломить снутрипойти в больница экг уже без боль хорошийтолько тахикардия кровь в нормамочатожеузи внутренний орган загиб желчный и нефроптоз правый почкаузи щитовидный в нормагармон щитовидный в нормаренген показывать остеохондроз в сегмент шейный и диформация остеофит с позвонок в груднойвыписывать артрозанакомбилипный и мидокалмпрокалываться но не пройти до конецболь пугать постоянно новый симптом появлятьсятот в грудь стрельнуть или дискомфорттот рука левый тянуть или как ток пробиватьпальци весь поочереди или кисть ломитьмочь в шея стрельнуть очень больной где сонный атрерия или горло болетьшея сзади тянуть и плечозатем лопаткамочь простой в грудь пожечь и весьвообщий каждый  весь по разныйголова кружиться когда начинать нагнетать страшный болячкапотому что многий говорить что остеохондроз так не болеть приступ каждый день по раз на деньпройти узи сердце в март норма только тахикардия экг у мы только с присидание раз тоже  нормада и обычный экг весь нормавот сделать мрт шейный протоколмрисследование шейный отдел позвоночник проводить в режим титвзвешенность в сагиттальныйаксиальный и фронтальный плоскость с толщина срез мм с уровень с по позвонокфункциональный лордоз выпрямлятькостныйдиструктивный очгов на исследовать уровень не выявлятьвысота и форма тело позвонок обычныйвысота межпозвонковый диск шоп умеренный снижатьмрсигнал от диск сс и сс пониженный за счет дигидротация пульпозный ядропо передний угол тело позвонок шоп выявляться мелкий костный разрастаниеспинной мозг иметь четкийровный контурмр сигнал не изменнасагиттальный размер позвоночный канал не судитьпаравертебральный мягкий ткань не изменить завключениеостеохондроз шоп и узи брахиоцефальный сосуди сердцекардиограммахолестерин глюкоза давление на или набывать при страх на но падать самтеперь даже в левый нога боль появлятьсяколенобедро и ступняне долгий как будный тоже стрелять или ломитьеще если волноваться или разговаривать с кто тот мурашки по левый часть тело бегатьиз семья мама сахарный диабед на фон он инсультотец первый инсульт в второй и умиратькурить год бросать уже как год спиртное тоже бросать употреблятьмочь ли этот быть ибс или приближаться сердечный приступя годрост вес за месяц похудеть на кгспасибо заранее","Other"
"у мой брат годсегодня ночь быть очень слабый пульс удасечьтяжелый дышатьскоро весь нехватка кислородощущение какбудто забывать дышатьсердце останавливатьсяа потом резкий толчоки начинать дышатьвесь этот быть с х ночьчас утро через минута приезжать скорый помощьи ничто особенный не обнаруживать уда минаи давление на что этот мочь быть мы он давать кальций гдюконат и рибоксин","C"
"в сентябрь я сделать операция пластик митральный клапан опорный кольцо быть пролапс ст с регургитация ст сейчас пролапс ст посол операция месяц варфарин потом мг аспирин ежедневно вечер кроме это по мг сотагексал раз в сутки от аспирин у я плохой побочный эффект постоянный синяк на нога нога леопард выпадение волос мно сейчас тромбоз никогда не быть стоять ли продолжать прием аспирин или при пластик клапан этот необязательно и правда ли что сотагексал этот на весь жизнь беременность не быть но планировать","Other"
"сын годсделать электрокардиограммаона показывать синусовый тахикардия удар в минапрерываться желудочковый экстрасистола по тип тригеминийнеполный блокада правый ножка пучок гисперегрузка правый предсердиезатем сделать эхокгзатем мы направлять на холтеровский мониторирование экгпоставлять аппарат на суткиполучать заключениеза время проведение мониторирование чсс средний минамаксчсс  в предел возрастной нормав течение время наблюдение субмаксимальный чсс достигатьот максимальный возможный для давать возрастжелудочковый экстрасистолия градация по raynрегистрироваться желудочковый аритмияколичество аритмия высокий нормаодиночный желудочковый эктопический комплекс с предэктопический интервал от до в средний мсекдень в часнаджелудочковый эктопический активность не обнаруживатьишемический изменение экг не обнаруживатьврач кардиолог прописывать лекарствомагнеротпервый неделя таблетка раз в деньзатем по один раз в деньукол внутревенный милдронат по один ампула раз в день от что нарушение ритмкакой лекарство нужно приниматькак лечитьлечиться ли как опасный для жизнь","C"
"антон владимирович  вечер проконсультировать  по такой вопрос мужчина год вес кг не курить алкоголь не употреблять принимать по назначение врач примерно с август год на регулярный основа препарат конкор кора мг один раз в  по полтаблетка холестерин ммл глюкоза ммл давать от июль год весь этот время давление и пульс быть в предел норма вчера январь в течение день давление меняться скачкообразный от до пульс сегодня январь давление быть пульс пульс пульс пульс самочувствие при это нормальный но при давление принимать один таблетка капотный мг  пожалуйста мочь ли длительный прием препарат конкор кора вызывать повышение давление питание практически не изменяться режим день тоже спасибо","C"
"я годстановиться беспокоить боль в грудь в область сердцетот резкий больтот тупойтот давитькогда какв грудь как будто трепещится или наоборот не слышнокак будто сердце пропадать кудатопульс слабыйдавление низкий или дыхание затруднятькардиограмма делать около месяц назад ничто серьезный говорить неттолько блокада пучок ножка гису я депрессия пол годвозникать чувсто страх смертьмесяц три сидеть на валерьянка и корвалолпить они ложка по несколько раз в потому что врач ничто большой не прописыватьмочь ли я посадить сердце этот лекарство","Other"
"время сутки я год кровяной давление средний в течение сутки плавать от до если лежать на бок без разница на левый или право давление средний лежать такой же почти сидеть чуть маленький начало принимать для укрепление ссс препараткудесан капля в сутки мультифорт кардио по шипучей таблетка раз в суткигинкоум мг по табл раз наш лецитин мг по капсула раз в сутки вопрос правильный препарат я начало принимать и почему такой перепад в показание","Other"
"у я гипертония риск стенокардия сахарный диабет от давление принимать утро бисопролол мг вечер вальсакор амлодипин мг предуктал давление снижаться не всегда до хотеть бы на часто бывать на случаться и на лежать в больница кардиолог подбирать этот лечение вопрос являться ли моксонитекс скоропомощный средство я он рекомендовать при неэффективность другой препарат или он можно принимать вместо указывать скорый приезжать тот давать клофелина каптоприл по мой вопрос терапевт выписывать кордипин мг он я не приниматьнужно ли пить он и этот плюс ко весь кордипин выписывать без какой либо обследование посол измерение давление кардиолог в город нет  посоветовать","C"
"антон владимирович я жить в небольшой горняцкий поселок бурятия откуда до кардиолог км поэтому ездить на очный консультация только через месяц часто не мочь изза работа июнь г я поставлять диагноз ибс стенокардия гипертония затем г я сделать коронарография ангиография по результат который устанавливать два коронарный стент состояние посол стентирование сразу становиться хороший артериальный давление вернуться к мой обычный до ибс и теперь стабильный колебаться в предел частота пульс астеничный телосложение вес кг при рост см многий ходить делать зарядка соблюдать диета не пить не курить продолжать работать геолог рудник г я быть на консультация сдавать анализ на каогуляция кровь и липид по это анализ inr у я быть низкий нижний норма и составлять сечь еще низкий сек оно быть г кардиолог я  что при такой низкий значение inr у я высокий степень риск тромбоз на основание это он заменять я зилт на варфарин примерно на месяц он рекомендация утро посол завтрак кардиомагнил мг посол небольшой ленч варфарин в доза мг таблетка по мг для более полный картина написать результат анализ кровь на каогуляция в динамика aptt г сечь г сечь г сечь г сечь pt г сечь г сечь г сечь г сечь inr г сечь г сечь г сечь г сечь правильно ли этот можно ли без риск не принимать зилт я опасаться без зилт кроме то когда этот лекарство хороший принимать следующий консультация у кардиолог я назначать через месяц также хотеться бы получать ваш рекомендация по статин в какой доза они я принимать у я быть розувастатин и симвастатин при мой референтный значение холестерин какой доза хороший принимать и принимать ли вообще мой кардиолог против статин он придерживаться другой современный точка зрение на они противник статин но я весь равный сам принимать тевастор по мг или симвастатин по мг что быть в наш аптека последний содержание общий холестерин становиться высокий с повышаться до более подробно написать содержание холестерин в динамика общий холестерин г г г г г г коэффициент атерогенность г г г г г г плохой холестерин г г г г г г третий вопрос обязательно ли повторять коронарография через год не очень хотеться лишний раз травмировать кровеносный вена и почемуто бояться делать вторичный коронарография проанализировать  динамика холестерин и inr написать свой рекомендация свой видение дальнейший стратегия лечение заранее благодарить за ответ владимир суздальский год","Other"
"недавно я проходить амбулаторный мониторирование экг который вестись час минута проанализировать комплекс qrs основной ритм синусовый среднесуточный чсс удамина максимальный чсс удамина в час мина подъем по лестница минимальный чсс удамина в час мина сон частый правожелудочковый экстрасистола экстрасистола максимальный количество экстрасистола в час между и этот быть изолировать правожелудочковый экстрасистола и эпизод желудочковый тригеминий эпизод синусовый тахирардий с чсс удамина в дневной время интермиттировать av блокада степень большой количество пауза из они пауза длительность сечь во время ночной сон avблокада ii степень тип периодика самойловвенкебах диагностический значить динамика сегмент st не выявлять вариабельность ритм усиливать функция концентрация pnn на прием у врач я поставлять диагноз мкд желудочковый электросистолия переходить av блокада ii степень врач назначать магнерот милдронат mg умень очень большой сомнение по прием милдронат как я понимать он оказывать возбуждать действие а у я и так постоянно сильный ритм сердце правильно ли поставлять диагноз и назначать лечение","C"
"татьяна анатольевна я беспокоить постоянно повышенный пульс при относительный нормальный давление не весь рекомендовать средство я подходить изза гастрит желудок посол прием конкоркора замечать боль в эпигастрий в состояние покой или в движение пульс постоянно повышенный не опускаться до у я слабость изза это вялость плохой настроение и работоспособностья полный год сейчас на пенсия ждать ваш рекомендация с уважение галина","C"
"уважать доктор я работать пенсионер москва в авг быть обширный инфаркт в дека операция акша и макш посол инфаркт принимать плавикс посол операция назначать тромбоасс  что посол акша они плавикс не давать только посол стентирование однако примерно через мес посол операция кардиолог из райполиклиника заменять тромбо асс на плавикс сказать что так хороший становиться принимать плавикс до наст время параметр гомеостаз ачтва и др в норма быть на тромбо асс и теперь на плавикс просить пояснять давать ли плавикс посол акша и существовать ли в принцип такой практика замена препарат что хороший или что грозить замена тромбо асс на плавикс и наоборот спасибо игорь год","Other"
"я год иметь диагноз врожденный порок сердце год назад я быть сделать операция по устранение дмжп в настоящий время я ничто не беспокоить жалоба на сердце нет самочувствие отличный посол операция я поставлять диагноз полный блокада правый ножка пучок гис в больница где быть оперировать я  что этот не страшный и что с это спокойно можно жить в настоящий время с я снимать весь ограничение каждый пол год пропивать курс панангин и милдронат но я беспокоить один проблема когда я приходить к любой врач мой пульс подскакивать до удар в минутаобычно он не превышать и удар сказать что этот мочь быть и как с это бороться спасибо","Other"
"иван викторович мой мама год заключение кардиолог согласный эхокг и экг ибс атеросклеротический кардиосклероз сочетать митральный порок с преобладание недостаточность сочетать аортальный порок аортальный стеноз ст аортальный недостаточность ст осл нарушение ритм сердце в вид частый желудочковый экстрасисталий хсн аст фил фон артериальный гипертензия ст степ риск атеросклероз аорта гипертрофия левый желудочек сопа хронический бронхит прощать если допускать ошибка в сокращение врач назначать беталка зка мг утро тригрим мгутро кардиомагнил мгвечер престанс вечер панангин тхрд месяц омеганолфорт мг кап х рд мес мексикор мл вм  затем мексикор кап х рд месдозировка престанс уменьшать на мг тк давление быть чсс видеть на престанс у мама начинаться кашель становиться сильный отекать нога подергивание век и появляться невыносимый одышка до прием этот препарат такой не быть не считать периодический отек на нога да и вообще она я казаться что чувствовать себя бодрый при ежедневный давление чсс правда давление весь же периодически повышаться до с проблема отек и кашель мама обращаться к кардиолог на что она  что к сожаление ни на какой другой препарат престанс заменять невозможно по показание те привыкать к кашель и добавлять к тригрим верошпирон пока не сходить отек иван викторович подсказывать  действительно ли этот так или же возможный замена препарат при такой побочный действие спасибо","C"
"время сутки помогать  мой мама год в октябрь год случаться приступ поставлять диагноз гипертензия сейчас она принимать небилет и лозап небилет таблетка лозап один утро один вечер если давление в предел нужно ли весь равный принимать лозап или он модный тот пить тот не пить каков минимальный доза небилет как отменять препарат или этот пожизенно быть ли синдром отмена у этот препарат помогать тк наш врач не мочь отвечать на этот вопрос с уважение ольга","C"
"антон владимирович в год вы мы очень помогать назначать муж лечение диагноз гипертония повышенный холестерин учащенный пульс лечение accupro mg конкор крестор к сожаление дозировка не помнить посол назначение лекарство муж дважды быть у вы на прием регулярно сдавать анализ кровь самочувствие налаживаться сейчас мы жить в литва муж продолжать каждый  принимать лекарство конкор приходиться заменять на nebilet mg крестор заменять на roswera mg accupro mg продолжать принимать семейный врач предлагать заменять accupro на kvinapril тк последний компенсироваться по страховка состав одинаковый вопрос возможный ли такой замена возможно нужно поменять схема лечение заменять вообще весь лекарство кровь экг плановый обследование в норма как думать стоять ли приезжать к вы на прием или в это нет большой необходимость мочь ли лекарство влиять на фертильность почти два год не мочь забеременеть примечание вес кг рост см","C"
"мужчина год впервые возникать стенокардия в покой ночь перед приезд скорый пройти сам в больница сделать коронарография стеноз пна стеноз да артерия мм стент не поставлять так как мм артерияодин врач  принимать плавикс год другой месяц сказать скольким полагать принимать плавикс артерия да стеноз когда тот закрываться на и теперь оставаться ждать инфаркт или как быть в мой случай","Other"
"уважать антон владимирович я год не работать на пенсия жить в деревня далеко от город поэтому попадать к кардиолог целый проблема но весь равный хотеться бы иметь хоть какойто информация про свой болячкау я гипертония ст но свой давление контролировать принимать препарат утро престариум по мг и на ночь конкор по мгза счет это мой давление почти всегда в норма но в область сердце иногда бывать чувство дискомфорт месяц назад со я случаться несчастие сломать шейка бедро сделать в чит успешно эндопротезирование тазобедренный сустав сейчас весь хорошийбегать недавно сделать в частный клиника эхокардиография поставлять диагноз гипертрофия миокард левый желудочекдиастолический дисфункция миокард лжтенденция к расширение пж лечение назначать офигенный престариум плюс индапамид аторис конкор моночинква предуктал кавинтон вв бетасеркпирацетграндаксинфенозеп уходить весь мой пенсия этот весь я добросовестный пропивать и  этот весь нужно делать раз в год так вот антон владимирович просить вы пояснять я что у я в сердце такой что нужно такой лечение этот весь я назначать в частный кардиологический клиника заранее спасибо","C"
"гипертонический болезнь болеть с годпроходить обследование экг и эхограмма сердце на эхо пролапс метральный клапан мм еще в г тоже эхо определять такойже пролапскардиолог я назначать от давление нормодипин мг и конкора мгчерез неделя я снижать конкора так как частота снижаться до и вот до нынешний время я и принимать такой доза давление в предел на март год проходить диспансеризация на экг быть как  участковый терепавт систолачто касаться экстрасистола тот они у я появляться еще в год и они пропадать посол прием успокаивать таблетка валерьянка и сейчас они тоже иногда бывать и бывать слабость врач сказать ничто не надо приниматьдва неделя назад для обмен водительский право я показывать врач этот кардиограмма она я сразу спрашивать нарушение ритм лечить я сказать я ничто не назначать и посоветовать я попринимать дибикор мг два раз в терапевт в другой поликлиника посоветовать антистен мвмг и пустырник фортзапись к кардиолог только через три неделя  посоветовать что принимать или ничто не принимать кроме пустырник экг присылать как бытьзаранее большой спасибо","C"
"я годбесспокоят боль в сердце отчет о проведение холтеровский мониторинг экг косвенный признак ишемия миокард желудочковый экстрасистолияобщийкол на нв изолировать на пара и триплет бигемение тригеминий серия наджелэкстрас общийкол на нв изол парной серия минута анализ минабрадикардия минатахикарсреди родственник серыйсосуд больной нет не курить и не пить нерв болез нет лекарство предукталнебилеткардарон особый результат нет пить месяц посоветут  какой препарат я следовать я принимать","C"
"я год на работа пульс повышаться до давление быть в норма побежать сразу к кардиолог сделать узи сердце и кардиограмма  весь нормальный выписывать месяц пить ремикор и месяц панангин месяц не многий ли для римекор спасибо за ответ","C"
"мой муж сейчас он год перенести год назад обширный инфаркт миокард задний стенка левый желудочек практически с тот пора принимать конкор сейчас мг утро надо ли продолжать он пить мочь быть быть возможность переходить на лечение отвар трава какой не знать быть благодарный за ответ","C"
"женщина год й год появляться приступ фибриляция предсердие параксизмальный тахиосистолический форма хотеться понимать почему приступ бывать ровно через  и проходить через час ексмотря на лекарство и даже вызов скорый помощь не помогать делать мг в вена кордарон приступ не сниматься только через час пить кардарон пульс весь равный срываться через день предлагать рча вопрос с что мочь быть связанный такой периодичность приступ мочь ли помогать в давать случай рча","C"
"доктор я год уже на протяжение х год мучиться с повышенный давлениекаждый  стабильный особенно ночь и утро подниматься давление а так же посол прием пищадавлени мой на подниматься до цифра на при это чувствовать помутнение в голова начинать весь трясти чувство холод сердце начинать разгоняться до ударов в минутаи так бывать понесколько раз в день раз лежать в кардиология на обследованиевесь анализ кровь и мочь в нормаединственный немного повышенный кортизолмрт череп без паталогия мрт надпочечник показывать гиперплазия левый надпочечник направлять к эндокринолог он  что значительный увеличение не видетьсмад на сутки вешать максимальный давление зарегистрированно в утро на и в на средний давление за сутки на холтер х часовой показывать что изменение или ухудшение некаких нет узи почка и сердце в норма фгдс показывать поверхностный гастритуздг сосуд шея затруднять немного кровотоквелоэгонометрия низкий талерантность к физ нагрузкасдавать адрегалин норадреналин и дофамин весь в нормавыписывать неделя назад назначать принимать утро мг нолипрелый а би форт таблетка омез фенибут в обед фенибут амлотоп мг вечер фенибут омез и магний б фортпринимать препарат пойти неделя эфект ноль весь так же плохой себя чувствоватьуже рука опускаться незнать что делать просить ваш совет что этот мочь бытьврач весь открещиваться и нечего толк не говорить","Other"
"мужчина г рост вес гипертония пара раз в месяц бывать до не замечать умирать норма как не странный помогать кордипин он я быстренько снижать постоянно не принимать ничто кроме аспаркам три четыре год назад по достижение кг усиливаться одышка обращаться к врач сдавать весь анализ экг узи почемуто не сердце а печень почка в прочее год назад литотрепсия камень какойто из почкане помнить слава бог казаться этот и быть начало гипертония повышенный давление не до смертельный предел никогда не замечать и к врач до лет не обращаться тут и обнаруживаться одышка  лечить диета а гипертония тот то тот это тот нифекард странный нифидипин незаметноа от кордипин хотеть собственный тоже нифидипин чуть конь не двинуть теперь о сам главный хотеть вес я и удаваться снижать до кг одышка усиливаться особенно в положение лежать верно лежать я мочь теперь только на право бок да и тот посол гр водочкане каждый  а хотеться бы с один сторона позавчера при измерение давление обнаруживать сбой пульс послушать сердце так и бытьдепресуха уже быть никакой лекарство не помогать а теперь уже страшный что делать ну водочкатот этот понятно как всегда из рацион исключать кстати вчера на ночь попробовать опять изумительный эффект одышка как рука снимать с удовольствие ложиться но уснуть не смочь до утро что же весь таки делать мочь чудо таблетка быть","C"
"я год пол женскийпри рост см вес кгна протяжение последний год ти сдавать кровь на анализ два раз в год постоянно высокий уровень холестерин в кровь не злоупотреблять жирный пища сладкий но диета не придерживаться   насколько этот опасный и какой образ можно он снижать без употребление статин или начинать они принимать но этот уже на весь жизнь что влиять на уровень холестерин кроме жирный пища можно ли я употреблять в пища козий молоко спасибо","C"
"доктор я год пройти обследование в кардиология быть сделать коронароангиография диагноз мультифокальный атеросклероз ибсстенокардиянапряжение фк гипертонический болезнь стриск гиперлипидемия хснстфк nyha прописывать лекарство бисопрололамплодипинсимвастатин и кардиомагнил алергия на амплодипин что можно заменять","C"
